# ** mobtypes.txt **
# Faerun's Legends
# ID	TYPE	FLAGS
869	EQUIPMENT		0 #	Helm of Spirituality #camaglio orientale 1124
870	EQUIPMENT		0 #	gonna elfica id706
871	EQUIPMENT		0 #	Male Breastplate of Justice
872	EQUIPMENT		0 #	Arms of Compassion
873	EQUIPMENT		0 #	Gauntlets of Valor
874	EQUIPMENT		0 #	Legs of Honor
875	EQUIPMENT		0 #	Sollerets of Sacrifice #grafica scarpe 11026
876	EQUIPMENT		0 #	cloak of Humility #mantello pelo 11012
877	EQUIPMENT		0 #	Book 01
878	EQUIPMENT		0 #	Book 02 of ninjitsu 9120
879	EQUIPMENT		0 #	Book 03 of bushido 9100
880	EQUIPMENT		0 #	Schinieri elfici id707
881	EQUIPMENT		0 #	Book 05
882	EQUIPMENT		0 #	Book 06 necromancer 8787
883	EQUIPMENT		0 #	Book 07 of arms 8788
884	EQUIPMENT		0 #	Book 08 paladin 8786
886	EQUIPMENT	0         # bracciali elfici id708
887	EQUIPMENT		0 #	Quiver of Infinity #faretra gigante 11010
888	EQUIPMENT		0 #	Dupres Shield #scudo a croce 11009
889	EQUIPMENT	0	#Elf Male Hair 11
890	EQUIPMENT	0	#More Hair elfici
891	EQUIPMENT	0	#More Hair medio-lunghi
892	EQUIPMENT	0	#More Hair con mezza coda
893	EQUIPMENT	0	#More Hair 
894	EQUIPMENT	0	#More Hair
895	EQUIPMENT	0	#More Hair capelli dritti
896	EQUIPMENT	0
897	EQUIPMENT	0       #Reggiseno elfico id709
898	EQUIPMENT	0  #tunica druidica id 12207
899	EQUIPMENT	0  #tunica di seta id 12218
900	EQUIPMENT	0 #capelli folti
901	EQUIPMENT	0 #capelli rasati
902	EQUIPMENT	0 #capelli a coda
903	EQUIPMENT	0 #capelli rasati
904	EQUIPMENT	0 #barba medio corta
905	EQUIPMENT	0 #barba medio lunga
906	EQUIPMENT	0 #baffi spioventi
907	EQUIPMENT	0 
908	EQUIPMENT	0
909	EQUIPMENT	0 #Abito intero 8097
910	EQUIPMENT	0 # maglia elfica
911	EQUIPMENT	0  #Corpetto trapuntato 5979
912	EQUIPMENT	0  #corpetto da giullare 8095
913	EQUIPMENT	0  #corpetto 8059
914	EQUIPMENT	0  #camicia con colletto
915	EQUIPMENT	0 #camicia ricamata
916	EQUIPMENT	0 #capelli lisci
917	EQUIPMENT	0 #capelli ciuffo e piuma
918	EQUIPMENT	0 #capelli corti lisci
919	EQUIPMENT	0 #capelli lisci poco folti
920	EQUIPMENT	0 #pantaloni con risvolto 12227
921	EQUIPMENT	0 #Corpetto borchiato femminile lungo 7170
922	EQUIPMENT	0 #Plate femminile 7172
923	EQUIPMENT	0 #Busto femminile cuoio lungo 7174
924	EQUIPMENT	0 #bustino cuoio femminile
925	EQUIPMENT	0 #bustino borchiato 7180
926	EQUIPMENT	0 #Gonnellino cuoi0 7178
927	EQUIPMENT	0 # Gambali cuoio borchiato femminile 7168
928	EQUIPMENT	0
929	EQUIPMENT	0
930	EQUIPMENT	0
931	EQUIPMENT	0
932	EQUIPMENT	0
933	EQUIPMENT	0
934	EQUIPMENT	0
935	EQUIPMENT	0
936	EQUIPMENT	0
937	EQUIPMENT	0
938	EQUIPMENT	0
939	EQUIPMENT	0
941	EQUIPMENT	0 #stivali da viaggio 12228
942	EQUIPMENT	0 #piastre elfica 11111
943	EQUIPMENT	0 #cintura nordica
944	EQUIPMENT	0  # corpetto pregiato id757
945	EQUIPMENT	0  # elven gplate gloves #anim guanti aperti id11114
946	EQUIPMENT	0  #gambali di piastre elfica 11115
947	EQUIPMENT	0  #braccia di piastre elfica 11116
948	EQUIPMENT	0  #busto di piastre elfica
949	EQUIPMENT	0
950	EQUIPMENT	0
951	EQUIPMENT	0
952	EQUIPMENT	0
953	EQUIPMENT	0
954	EQUIPMENT	0
955	EQUIPMENT	0
956	EQUIPMENT	0
957	EQUIPMENT	0
958	EQUIPMENT	0
959	EQUIPMENT	0
960	EQUIPMENT	0
961	EQUIPMENT	0  # Bone machete id526 (potenzialmente eliminabile)
962	EQUIPMENT	0  #cerchietto 11118
963	EQUIPMENT	0  #cerchietto reale 11119
964	EQUIPMENT	0  #cerchietto gemmato 11120
965	EQUIPMENT	0  #vulture helmet 11121 (buona anim)
966	EQUIPMENT	0  #raven helmet 11122 (buona anim)
967	EQUIPMENT	0  #winged helmet 11123 (buona anim)
968	EQUIPMENT	0  #pelle elfica busto 12651
969	EQUIPMENT	0  #pelle elfica guanti11125
970     EQUIPMENT	0 #death shroud 8270
971	EQUIPMENT	0 
972	EQUIPMENT	0  #canna da pesca
973	EQUIPMENT	0 #elmo orchescop 7947
974	EQUIPMENT	0  # pantaloni pregiati id758
975	EQUIPMENT	0  #Pelle elfica braccia 11127
976	EQUIPMENT	0  #pelle elfica pantaloni 11128
977	EQUIPMENT	0  #pelle elfica busto femminile 11129 
978	EQUIPMENT	0 #busto armatura imbottita 12229
979	EQUIPMENT	0 #guanti armatura imbottita12230
980	EQUIPMENT	0 #bacchetta
981	EQUIPMENT	0 #bacchetta
982	EQUIPMENT	0 #bacchetta
983	EQUIPMENT	0 #bacchetta
984	EQUIPMENT	0 #grimorio
985	EQUIPMENT	0 #grimorio sx
986	EQUIPMENT	0 # Stivali pregiati id759
987	HUMAN	0 #gmrobe 8271
988	HUMAN	0
989	EQUIPMENT	0 #bracciali armatura imbottita 12231
990	HUMAN	0 #Barba lunga
991	HUMAN	0 #barba lunga
992	EQUIPMENT	0
993	EQUIPMENT	0
994	HUMAN	0 #barba lunga
995	EQUIPMENT	0  #armatura imbottita pantaloni12232
996	EQUIPMENT	0  #gonna a doppio velo 12233
997	EQUIPMENT	0  #imbottita femminile 12234
998	MONSTER	0
999	MONSTER	0
1025    EQUIPMENT 0 #DROW FACCIA 7360
1026    EQUIPMENT 0 #ELFO FACCIA 7361
1027    EQUIPMENT 0 #GNOMO FACCIA 7362
1028    EQUIPMENT 0 #HALFLIN FACCIA 7363
1029    EQUIPMENT 0 #MEZZELFO FACCIA 7364
1030    EQUIPMENT 0 #MEZZORCO FACCIA 7365
1031    EQUIPMENT 0 #NANO FACCIA 7366
1032    EQUIPMENT 0       # fodero cinta id3902
1033    EQUIPMENT0       #Occhiali
1034    EQUIPMENT 0       # bouquet fiori 1
1035    EQUIPMENT 0       # Bouquet fiori 2
1036    EQUIPMENT 0       # Medaglione  id 5188
1037    EQUIPMENT 0       # Medaglione  id 5189
1038    EQUIPMENT 0       # Medaglione  id 5190
1039    EQUIPMENT 0       # Medaglione  id 5191
1040    EQUIPMENT 0       # Medaglione  id 5192 
1041    EQUIPMENT 0       # Medaglione  id 5194
1044    EQUIPMENT 0       #Simbolo sacro
1045    EQUIPMENT 0       #Simbolo sacro
1046    EQUIPMENT 0       #Simbolo sacro
1047    EQUIPMENT 0       #Simbolo sacro
1048    EQUIPMENT 0       #Simbolo sacro
1049    EQUIPMENT 0       #Simbolo sacro
1050    EQUIPMENT 0       #Simbolo sacro
1051    EQUIPMENT 0       #Simbolo sacro
1052    EQUIPMENT 0       #Simbolo sacro
1053    EQUIPMENT 0       #Simbolo sacro
1054    EQUIPMENT 0       #Simbolo sacro
1055    EQUIPMENT 0       #Simbolo sacro
1056    EQUIPMENT 0       #Simbolo sacro
1057    EQUIPMENT 0       #Simbolo sacro
1058    EQUIPMENT 0       #Simbolo sacro
1059    EQUIPMENT 0       #Simbolo sacro
1060    EQUIPMENT 0       #Simbolo sacro
1061    EQUIPMENT 0       #Simbolo sacro
1062    EQUIPMENT 0       #Simbolo sacro
1063    EQUIPMENT 0       #Simbolo sacro
1064    EQUIPMENT 0       #Simbolo sacro
1065    EQUIPMENT 0       #Simbolo sacro
1066    EQUIPMENT 0       #Simbolo sacro
1067    EQUIPMENT 0       #Simbolo sacro
1068    EQUIPMENT 0       #Simbolo sacro
1069    EQUIPMENT 0       #Simbolo sacro
1070    EQUIPMENT 0       #Simbolo sacro
1071    EQUIPMENT 0       #Simbolo sacro
1072    EQUIPMENT 0       #Simbolo sacro
1073    EQUIPMENT 0       #Simbolo sacro
1074    EQUIPMENT 0       #Simbolo sacro
1075    EQUIPMENT 0       #Simbolo sacro
1076    EQUIPMENT 0       #Simbolo sacro
1077    EQUIPMENT 0       #Simbolo sacro  
1078    EQUIPMENT 0       # Tamburo
1081    EQUIPMENT	0 # Arpa
1082	EQUIPMENT	0 # Arpa2
1083	EQUIPMENT	0 # Liuto
1084    EQUIPMENT       0 #Flauto 10247
1089	EQUIPMENT	0 # Frusta 5742
1090    EQUIPMENT	0 #skin lich solo teschio 8470
1091    EQUIPMENT	0 #skin lich 8469
1094    EQUIPMENT       0 # cintura di pelle  15375
1095    EQUIPMENT       0 # cintura di pelle -stretta- 15374
1096    EQUIPMENT       0 # cintura di pelle -larga- 15373
1097    EQUIPMENT       0 # cintura di pelle -decorata- 15372
1098    EQUIPMENT       0 # Cintura larga 15371
1099    EQUIPMENT       0 # Cintura pendente 15370
1127    EQUIPMENT       0 #Scopa 14740
1132    EQUIPMENT       0 # Chakram (tamburello)id 1005 not impl
1133    EQUIPMENT       0 # occhiali
1137    EQUIPMENT       0 # Fionda id 1140 not impl
1138    EQUIPMENT       0 # Frusta mancina (not impl id 1153
1139    EQUIPMENT       0 # Katar id 1325 not impl
1140    EQUIPMENT       0 # Katar id 1326 not impl
1141    EQUIPMENT       0 # Tridente (not impl id 1160
1145    EQUIPMENT       0 # Manganello id3563 not impl
1146    EQUIPMENT       0 # Manganello mancina id3564 not impl
1176	EQUIPMENT	0 # collana perline 4229
1177	EQUIPMENT	0 # braccialetto normale 4230
1178	EQUIPMENT	0 # orecchini rotondi 4231
1179	EQUIPMENT	0 # collana gemma 4232
1180	EQUIPMENT	0 # collana catenina 4233
1181	EQUIPMENT	0 # anello seemplice 4234
1182	EQUIPMENT	0 # collana grigio 7944
1183    EQUIPMENT       0 #collana berad grigio 7946
1184	EQUIPMENT	0 # braccialetto grigio 7942
1185	EQUIPMENT	0 # orecchino grigio 7943
1234    EQUIPLENT       0 # Pietra fluttuante 4246
1235    EQUIPLENT       0 # Pietra fluttuante 12120
1236    EQUIPLENT       0 # Pietra fluttuante 12121
1237    EQUIPLENT       0 # Pietra fluttuante 12122
1238    EQUIPLENT       0 # Pietra fluttuante 12123
1268	EQUIPMENT	0 
1272	EQUIPMENT	0 #Collana con conchiglia
1281	EQUIPMENT	0
1283	EQUIPMENT	0
1300    EQUIPMENT	0 # turbante
1301    EQUIPMENT	0 # velo desertico
1302    EQUIPMENT	0 # tunica calishita
1303    EQUIPMENT	0 # copricapo sciamanico 6493
1304    EQUIPMENT	0 # Mantello di pelliccia 8559
1305    EQUIPMENT	0 # Giacca lunga 8557
1306    EQUIPMENT	0 # Poncho di lana 8556
1307    EQUIPMENT	0 # Scialle corto 8558
1308    EQUIPMENT	0 # Busto cinghiato 8555
1309    EQUIPMENT	0 # Maglia a spallina singola 8554
1325	EQUIPMENT	0
1349	EQUIPMENT	0
1404	EQUIPMENT	0
1405	EQUIPMENT	0
1406	EQUIPMENT	0
1407	EQUIPMENT	0
1408	EQUIPMENT	0
1409	EQUIPMENT	0
1410	EQUIPMENT	0
1411	EQUIPMENT	0
1412	EQUIPMENT	0
1413	EQUIPMENT	0
1414	EQUIPMENT	0
1415	EQUIPMENT	0
1416	EQUIPMENT	0
1417	EQUIPMENT	0
1418	EQUIPMENT	0
1419	EQUIPMENT	0
1430	EQUIPMENT	0
1431	EQUIPMENT	0
1434	EQUIPMENT	0
1435	EQUIPMENT	0
1447	EQUIPMENT	0
1448	EQUIPMENT	0
1449	EQUIPMENT	0
1455	EQUIPMENT	0
1465	EQUIPMENT	0
1466	EQUIPMENT	0
1468	EQUIPMENT	0
1469	EQUIPMENT	0
1476	EQUIPMENT	0
1477	EQUIPMENT	0
1479	EQUIPMENT	0
1480	EQUIPMENT	0
1481	EQUIPMENT	0
1482	EQUIPMENT	0
1483	EQUIPMENT	0
1484	EQUIPMENT	0
1485	EQUIPMENT	0
1486	EQUIPMENT	0
1490	EQUIPMENT	0
1492	EQUIPMENT	0
1521	EQUIPMENT	0
1523	EQUIPMENT	0
1525	EQUIPMENT	0
1527	EQUIPMENT	0
1528	EQUIPMENT	0
1529	EQUIPMENT	0
1530	EQUIPMENT	0
1531	EQUIPMENT	0
1538	EQUIPMENT	0
1540	EQUIPMENT	0
1542	EQUIPMENT	0
1543	EQUIPMENT	0
1544	EQUIPMENT	0
1545	EQUIPMENT	0
1546	EQUIPMENT	0
1548	EQUIPMENT	0
1549	EQUIPMENT	0
1550	EQUIPMENT	0
1554	EQUIPMENT	0
1555	EQUIPMENT	0
1556	EQUIPMENT	0
1557	EQUIPMENT	0
1560	EQUIPMENT	0
1561	EQUIPMENT	0
1562	EQUIPMENT	0
1563	EQUIPMENT	0
1564	EQUIPMENT	0
1565	EQUIPMENT	0
1566	EQUIPMENT	0
1672	EQUIPMENT	0
1674	EQUIPMENT	0
1675	EQUIPMENT	0
1676	EQUIPMENT	0
1677	EQUIPMENT	0
1678	EQUIPMENT	0
1679	EQUIPMENT	0
1680	EQUIPMENT	0
1681	EQUIPMENT	0
1682	EQUIPMENT	0
1683	EQUIPMENT	0
1684	EQUIPMENT	0
1685	EQUIPMENT	0
1686	EQUIPMENT	0
1687	EQUIPMENT	0
1688	EQUIPMENT	0
1690	EQUIPMENT	0
1691	EQUIPMENT	0
1692	EQUIPMENT	0
1693	EQUIPMENT	0
1694	EQUIPMENT	0
1695	EQUIPMENT	0
1696	EQUIPMENT	0
1697	EQUIPMENT	0
1698	EQUIPMENT	0
1699	EQUIPMENT	0
1700	EQUIPMENT	0
1701	EQUIPMENT	0
1702	EQUIPMENT	0
1703	EQUIPMENT	0
1710	EQUIPMENT	0
1712	EQUIPMENT	0
1713	EQUIPMENT	0
1715	EQUIPMENT	0
1716	EQUIPMENT	0
1720	EQUIPMENT	0
1721	EQUIPMENT	0
1722	EQUIPMENT	0
1723	EQUIPMENT	0
1724	EQUIPMENT	0
1725	EQUIPMENT	0
1726	EQUIPMENT	0
1727	EQUIPMENT	0
1728	EQUIPMENT	0
1729	EQUIPMENT	0
1730	EQUIPMENT	0
1731	EQUIPMENT	0
1732	EQUIPMENT	0
1733	EQUIPMENT	0
1734	EQUIPMENT	0
1735	EQUIPMENT	0
1736	EQUIPMENT	0
1740	EQUIPMENT	0
1742	EQUIPMENT	0
1743	EQUIPMENT	0
1759	EQUIPMENT	0
1761	EQUIPMENT	0
1762	EQUIPMENT	0
1801    MONSTER 	0  #lemure
1802    MONSTER 	0 # paraghiaccio
1803    MONSTER 	0 # elem fuoco piccolo
1804    MONSTER 	0 # elem fuoco medio/grande
1805    MONSTER 	0 # elem aria medio/grande/fumo
1806    MONSTER 	0 # elem terra piccolo
1807    MONSTER 	0 # elem terra medio grande
1808    MONSTER 	0 # elem aria/fumo piccolo 
1809    MONSTER 	0 # fihyr maggiore
1810    MONSTER 	0 # fihyr piccolo
1900	HUMAN	0
1901	EQUIPMENT	0
1902	EQUIPMENT	0
1903	EQUIPMENT	0
1909	EQUIPMENT	0
1910	EQUIPMENT	0
1911	EQUIPMENT	0
1912	EQUIPMENT	0
1913	EQUIPMENT	0
1921	EQUIPMENT	0
1922	EQUIPMENT	0
1923	EQUIPMENT	0
1924	EQUIPMENT	0
1925	EQUIPMENT	0
1926	EQUIPMENT	0
1927	EQUIPMENT	0
1928	EQUIPMENT	0
1929	EQUIPMENT	0
1971	EQUIPMENT	0
1973	EQUIPMENT	0
